,MSSubClass,LotArea,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageQual,GarageCond,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,bc_GrLivArea,has_pool,has_miscfeature,alley_access,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_SawyerW,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,bc_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,yeo_LotFrontage,log_EnclosedPorch,Neighborhood_NoRidge_NridgHt_Veenker_StoneBr,Neighborhood_Somerst_Timber,Neighborhood_ClearCr_CollgCr_Crawfor,Neighborhood_Greens_SawyerW_Blmngtn,Neighborhood_Gilbert_NWAmes,Neighborhood_Mitchel_NPkVill,Neighborhood_NAmes_SWISU_Sawyer,Neighborhood_BrkSide_Edwards_Blueste_OldTown_IDOTRR,has_wood_deck ,has_openporch,has_EnclosedPorch,house_age_,years_since_remodeled_,has_basement,has_finsished_basement
868,60,11250,3,3,7,5,4,3,4,3,1,6,486.0,1,0.0,434.0,5,866,0,1.0,0.0,2,1,3,1,4,6,8,1,3,2001.0,2.0,3,3,0,0,0,0,9,9.00900579122176,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58.07070404147578,5.093750200806762,267.84537356796227,6.824373670043086,226.50945968957643,0.0,3.7612001156935624,31.160195076430394,0.0,False,False,True,False,False,False,False,False,False,True,False,7,6,True,False
1250,20,7936,4,3,6,6,3,3,3,3,0,4,826.0,1,0.0,219.0,3,0,0,1.0,0.0,1,0,3,1,3,6,8,1,2,1963.0,1.0,3,3,0,0,0,0,4,8.251210561082523,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51.63434993986389,0.0,296.0876509450416,6.951772164398911,114.39852397412274,0.0,0.0,35.34637450025126,0.0,False,False,False,False,False,False,True,False,False,False,False,46,46,True,False
1445,60,9636,3,3,6,5,3,3,4,3,0,1,0.0,1,0.0,808.0,4,785,0,0.0,0.0,2,1,3,1,3,7,8,1,3,1993.0,2.0,3,3,0,0,0,0,12,8.845674130799221,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,55.12594332874637,0.0,241.82893419722348,6.694562058521095,157.1753380721082,5.8377304471659395,3.713572066704308,29.90666036374912,0.0,False,False,False,False,True,False,False,False,True,True,False,17,16,True,False
899,160,1680,4,3,6,5,3,3,3,3,0,5,276.0,1,0.0,207.0,3,465,0,0.0,0.0,1,1,2,1,3,5,8,0,0,1972.0,1.0,3,3,0,0,0,0,7,8.115552107047126,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.271612441885868,6.22455842927536,161.22470494972495,6.180016653652572,114.39852397412274,0.0,0.0,12.365703222657439,0.0,False,False,False,False,False,False,False,False,False,False,False,34,34,True,False
1912,120,7380,3,3,8,5,3,3,4,3,2,6,341.0,1,0.0,1077.0,5,0,0,1.0,0.0,2,0,2,1,3,5,8,0,0,1998.0,2.0,3,3,0,0,0,0,7,8.739142773722117,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50.38220014183371,0.0,376.42193488843145,7.298445101508147,191.44621785606765,5.1298987149230735,3.784189633918261,28.636666376360854,0.0,True,False,False,False,False,False,False,False,True,True,False,11,11,True,False
88,30,6911,4,3,5,5,3,3,3,3,1,2,405.0,1,0.0,740.0,3,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,1965.0,2.0,3,3,0,0,0,0,10,8.558666291055681,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.274965604770465,0.0,318.1574386909622,7.170888478512505,173.8547455248797,0.0,0.0,28.270628470312467,0.0,False,False,False,False,False,False,False,True,False,False,False,85,59,True,False
1166,160,1680,4,3,6,5,3,3,3,3,0,3,156.0,1,0.0,327.0,3,504,0,0.0,0.0,1,1,2,1,3,5,8,0,0,1971.0,1.0,3,3,0,0,0,0,2,8.171616418267474,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30.271612441885868,6.22455842927536,161.22470494972495,6.180016653652572,114.39852397412274,5.62040086571715,0.0,12.365703222657439,0.0,False,False,False,False,False,False,False,False,True,False,False,39,39,True,False
1924,20,7340,3,3,4,6,3,3,3,3,0,5,322.0,1,0.0,536.0,3,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,1979.0,1.0,3,3,0,0,0,0,6,7.977300535822354,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50.289670191901074,0.0,253.53359739303303,6.754604099487962,249.4056305534918,0.0,0.0,32.924431198975604,0.0,False,False,False,False,False,False,True,False,False,False,False,36,36,True,False
1522,120,2529,4,3,7,6,3,3,4,3,0,5,378.0,1,0.0,677.0,2,0,0,0.0,0.0,2,0,2,1,3,4,8,0,0,1977.0,2.0,3,3,0,0,0,0,9,8.264507041184578,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34.91872134177715,0.0,298.3144948089415,6.961296045910167,173.8547455248797,0.0,3.6635616461296463,13.75462600560351,0.0,False,False,False,False,False,True,False,False,False,True,False,31,31,True,False
144,20,8400,4,3,4,5,3,3,3,3,0,5,804.0,3,78.0,0.0,3,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0,1970.0,2.0,3,3,0,0,0,0,4,8.015470601067085,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.63428353592133,0.0,259.0992596905883,6.782192056006791,200.887444088523,5.484796933490655,0.0,31.869513131926702,0.0,False,False,False,False,False,False,True,False,True,False,False,40,40,True,True
65,20,12720,4,2,10,5,5,3,5,3,3,6,2257.0,1,0.0,278.0,5,0,0,2.0,0.0,1,1,1,1,5,7,8,2,4,2003.0,3.0,3,3,0,216,144,0,2,9.476996114086353,True,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,60.511376694350574,6.523562306149512,594.2117162822841,7.8119734296220225,280.28181846205274,5.043425116919247,4.189654742026425,43.93580340653916,0.0,True,False,False,False,False,False,False,False,True,True,False,5,5,True,False
908,20,10721,3,3,6,6,4,3,3,3,0,1,0.0,1,0.0,1252.0,5,0,0,0.0,0.0,1,0,3,1,4,7,8,0,0,1960.0,2.0,3,3,0,0,0,0,10,8.50456382927567,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57.139249889326244,5.497168225293202,341.3164397218942,7.132497551660044,201.8259914428329,0.0,3.6888794541139363,35.34637450025126,0.0,False,False,False,False,False,False,True,False,False,True,False,49,49,True,False
2540,90,10778,4,3,4,5,3,3,3,3,0,1,0.0,1,0.0,1768.0,3,0,0,0.0,0.0,2,0,4,2,3,8,8,0,0,1968.0,0.0,0,0,0,0,0,0,4,8.994502310096271,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,57.24110011001031,0.0,447.69694816139656,7.477604243197589,0.0,0.0,0.0,32.57397198464001,0.0,False,False,False,False,False,False,True,False,False,False,False,42,42,True,False
2062,60,8220,3,3,7,5,4,3,4,3,2,6,544.0,1,0.0,438.0,5,884,0,0.0,0.0,2,1,3,1,3,8,8,1,3,2000.0,2.0,3,3,0,0,0,0,7,9.091692192679869,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52.25095931489548,6.473890696352274,281.9504917895947,6.915723448631314,170.93849440292942,4.6913478822291435,0.0,32.222339398574626,0.0,False,False,False,False,True,False,False,False,True,False,False,8,7,True,False
1086,20,8760,4,3,6,6,3,3,3,3,0,1,0.0,1,0.0,1194.0,3,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,1959.0,1.0,3,3,0,0,0,0,4,8.437855902332142,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53.384450196846885,5.3981627015177525,328.81842058533294,7.085064293952548,131.19167646468085,0.0,0.0,32.924431198975604,4.795790545596741,False,False,False,False,False,False,True,False,False,False,True,51,51,True,False
530,20,16269,3,3,5,5,3,3,4,3,2,6,625.0,1,0.0,282.0,3,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,1978.0,1.0,3,3,0,0,0,0,7,8.05419367366514,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,65.69887332156871,4.343805421853684,264.8622101416899,6.810142450115136,141.78088967442213,4.290459441148391,0.0,31.869513131926702,0.0,False,False,True,False,False,False,False,False,True,False,False,31,31,True,False
1668,20,18044,3,3,8,5,4,3,4,3,0,1,0.0,1,0.0,279.0,4,0,0,0.0,0.0,2,1,2,1,4,6,8,1,4,1986.0,2.0,4,4,0,0,228,0,8,9.620784546546952,True,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,68.00619840336303,0.0,104.52295829505945,7.9105906122564775,251.49006092278236,5.37989735354046,4.174387269895637,31.869513131926702,5.135798437050262,False,False,True,False,False,False,False,False,True,True,True,21,21,True,False
1201,20,8987,4,3,8,5,4,3,4,3,0,1,0.0,1,0.0,1595.0,5,0,0,0.0,0.0,2,0,2,1,4,6,8,1,4,2005.0,3.0,3,3,0,0,0,0,5,8.847461282304971,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,53.84672598891331,5.424950017481403,412.8897040873494,7.374629015218945,306.42733029723854,4.976733742420574,0.0,32.924431198975604,0.0,False,True,False,False,False,False,False,False,True,False,False,5,4,True,False
2419,190,10800,4,3,6,7,3,3,2,3,0,1,0.0,1,0.0,482.0,5,691,0,0.0,0.0,2,0,3,2,3,7,8,1,3,2003.0,2.0,4,3,0,0,0,0,4,9.10679727567214,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,57.28031251820945,0.0,160.96138350508923,7.107425474110705,245.82309848174532,0.0,3.258096538021482,28.270628470312467,5.3612921657094255,False,False,False,False,False,False,False,True,False,True,True,103,8,True,False
78,160,1680,4,3,6,5,3,3,3,3,0,1,0.0,1,0.0,525.0,3,567,0,0.0,0.0,1,1,3,1,3,6,8,0,0,1971.0,1.0,3,3,0,0,0,0,3,8.312682258123306,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30.271612441885868,5.945420608606575,172.1816453090377,6.263398262591624,114.39852397412274,0.0,0.0,12.365703222657439,0.0,False,False,False,False,False,False,False,False,False,False,False,39,39,True,False
1515,20,8800,3,3,5,7,3,3,4,3,1,2,532.0,3,144.0,364.0,3,0,0,0.0,0.0,2,0,3,1,4,5,8,0,0,1977.0,2.0,3,3,0,288,0,0,9,8.24451682919877,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,53.46649629559412,0.0,294.97250707473404,6.946975992135418,187.95815213364466,0.0,0.0,28.636666376360854,0.0,False,False,True,False,False,False,False,False,False,False,False,32,1,True,True
401,160,1680,4,3,6,6,3,3,3,3,0,3,110.0,2,294.0,79.0,3,504,0,1.0,0.0,1,1,2,1,3,5,8,0,0,1972.0,1.0,3,3,0,0,0,0,7,8.171616418267474,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.271612441885868,6.054439346269371,161.22470494972495,6.180016653652572,122.85981500399508,0.0,0.0,12.365703222657439,0.0,False,False,False,False,False,False,False,False,False,False,False,37,37,True,True
1297,160,2308,4,3,6,6,3,3,4,3,0,5,286.0,2,294.0,275.0,4,601,0,0.0,0.0,2,1,4,1,3,7,8,0,0,1975.0,2.0,3,3,0,0,0,0,5,8.717866767926164,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33.826676339535695,0.0,252.835545245452,6.75110146893676,180.2962522778177,0.0,0.0,13.75462600560351,0.0,False,False,False,False,False,True,False,False,False,False,False,33,33,True,True
268,80,9434,3,3,7,5,4,3,4,3,1,1,0.0,1,0.0,384.0,5,630,0,0.0,0.0,2,1,3,1,4,6,8,1,4,2004.0,2.0,3,3,0,0,0,0,8,8.635773317565382,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54.73425736577821,0.0,134.532315321316,6.612041034833092,160.8054335895988,4.61512051684126,0.0,27.90312344068955,0.0,False,False,False,False,True,False,False,False,True,False,False,5,4,True,False
