,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,bc_GrLivArea,has_pool,has_miscfeature,alley_access,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MSSubClass_60,MSSubClass_50,MSSubClass_30
514,1750,124000,70,RM,50.0,9000,Pave,4,Lvl,AllPub,Corner,3,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,2,0,1,0.0,1,0.0,636.0,636.0,GasA,3,Y,FuseA,1089,661,0,0.0,0.0,1,0,3,1,5,8,8,0,0,Detchd,1937.0,Unf,1.0,240.0,2,1,N,0,0,293,0,0,0,MnPrv,0,6,2006,WD ,Abnorml,11.728036844587175,9.381946984643777,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2345,1324,110000,50,RM,51.0,6120,Pave,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,0,1,0.0,1,0.0,741.0,741.0,GasA,4,Y,SBrkr,741,583,0,0.0,0.0,1,0,3,1,4,7,8,0,0,Detchd,1930.0,Unf,1.0,180.0,2,3,Y,0,0,55,0,0,0,No,0,2,2006,WD ,Normal,11.608235644774552,8.95219693048051,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
783,1719,324000,120,RL,32.0,10846,Pave,3,Lvl,AllPub,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,3,6,1619.0,1,0.0,100.0,1719.0,GasA,5,Y,SBrkr,1719,0,0,2.0,0.0,1,1,1,1,4,6,8,2,4,Attchd,1993.0,Fin,2.0,473.0,3,3,Y,122,30,0,0,0,0,No,0,5,2008,Con,Normal,12.688498794774466,9.354200117546876,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1164,1093,158500,20,RL,88.0,10738,Pave,3,Lvl,AllPub,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,792.0,1,0.0,301.0,1093.0,GasA,4,Y,SBrkr,1093,0,0,1.0,0.0,2,0,3,1,3,6,8,1,2,Attchd,1966.0,RFn,2.0,484.0,3,3,Y,224,0,0,0,0,0,MnPrv,400,11,2007,WD ,Normal,11.973509872299472,8.660897523841692,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1091,131250,80,RL,62.0,7706,Pave,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,3,2,3,114.0,6,270.0,0.0,384.0,GasA,5,Y,SBrkr,1091,0,0,0.0,1.0,1,0,2,1,3,5,8,0,0,Attchd,1993.0,Fin,1.0,429.0,3,3,Y,280,0,0,0,0,0,No,700,8,2009,WD ,Normal,11.78485918045387,8.658130752703485,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701,1904,275000,60,RL,74.0,10927,Pave,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,4,3,2,6,546.0,1,0.0,512.0,1058.0,GasA,5,Y,SBrkr,1058,846,0,1.0,0.0,2,1,3,1,5,8,8,1,4,BuiltIn,2003.0,Fin,2.0,736.0,3,3,Y,179,60,0,0,0,0,No,0,6,2006,WD ,Normal,12.524526376648708,9.513276948529036,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
204,1590,294900,20,RL,78.0,11645,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,4,3,PConc,5,3,3,6,1122.0,1,0.0,448.0,1570.0,GasA,5,Y,SBrkr,1590,0,0,1.0,0.0,2,1,2,1,5,6,8,0,0,Attchd,2005.0,Fin,3.0,754.0,3,3,Y,176,80,0,0,0,0,No,0,8,2006,New,Partial,12.594391594803367,9.233438014238187,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400,864,97000,20,RL,70.0,10500,Pave,4,Lvl,AllPub,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,524.0,2,180.0,160.0,864.0,GasA,4,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1989.0,Unf,2.0,576.0,3,3,Y,216,0,0,0,0,0,No,0,3,2009,WD ,Abnorml,11.48246625748552,8.308160710345465,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1658,1509,180000,60,RL,63.0,7875,Pave,4,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,783.0,783.0,GasA,5,Y,SBrkr,807,702,0,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2003.0,Fin,2.0,393.0,3,3,Y,0,75,0,0,0,0,No,0,7,2006,WD ,Normal,12.100712129872347,9.15280530484629,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1400,1680,222000,20,RL,,21695,Pave,3,Lvl,AllPub,Corner,3,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,0,6,808.0,1,0.0,72.0,880.0,GasA,5,Y,SBrkr,1680,0,0,1.0,0.0,2,0,3,1,4,5,8,1,4,Attchd,1988.0,Fin,2.0,540.0,3,3,Y,292,44,0,182,0,0,No,0,12,2009,WD ,Normal,12.310432660854417,9.318616116668853,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2196,2452,445000,20,RL,110.0,15274,Pave,3,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,4,3,PConc,5,3,0,6,1972.0,1,0.0,480.0,2452.0,GasA,5,Y,SBrkr,2452,0,0,2.0,0.0,2,0,3,1,5,10,8,1,4,Attchd,2003.0,Fin,3.0,886.0,3,3,Y,0,116,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,13.005829561148378,9.911087816262679,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1628,792,99900,20,RL,53.0,5470,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,792.0,792.0,GasA,4,Y,FuseA,792,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1958.0,Unf,1.0,366.0,2,3,Y,0,90,0,0,0,0,No,0,8,2009,WD ,Normal,11.511924964636645,8.17885126568772,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1970,1362,128000,70,RM,60.0,6155,Pave,3,Lvl,AllPub,FR3,3,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,1,0.0,1,0.0,611.0,611.0,GasA,5,Y,SBrkr,751,611,0,0.0,0.0,2,0,3,1,3,6,8,0,0,Detchd,1920.0,Fin,2.0,502.0,3,2,Y,0,0,84,0,0,0,No,0,6,2008,WD ,Normal,11.759785542901755,8.995468088993187,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,936,109500,30,RM,56.0,4485,Pave,4,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,4,579.0,1,0.0,357.0,936.0,GasA,3,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,1,3,5,8,1,4,No,,No,0.0,0.0,0,0,P,51,0,135,0,0,0,MnPrv,0,5,2010,WD ,Normal,11.603679828238693,8.427701213875174,False,False,True,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1735,2207,180000,20,RL,,19900,Pave,4,Lvl,AllPub,Inside,3,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,3,6,912.0,1,0.0,1035.0,1947.0,GasA,3,Y,SBrkr,2207,0,0,1.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,1970.0,RFn,2.0,576.0,3,3,Y,301,0,0,0,0,0,No,0,7,2010,WD ,Normal,12.100712129872347,9.744808257126246,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
743,2504,325000,60,RL,77.0,11198,Pave,3,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,0,1,0.0,1,0.0,1122.0,1122.0,GasA,5,Y,SBrkr,1134,1370,0,0.0,0.0,2,1,4,1,5,11,8,1,4,BuiltIn,2005.0,Fin,3.0,656.0,3,3,Y,144,39,0,0,0,0,No,0,6,2008,WD ,Normal,12.691580461311874,9.944359037258318,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
179,1603,175900,60,RL,65.0,7153,Pave,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,0,5,387.0,1,0.0,374.0,761.0,GasA,5,Y,SBrkr,810,793,0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,1992.0,RFn,2.0,484.0,3,3,Y,0,124,0,0,0,0,No,0,7,2006,WD ,Normal,12.077670930725649,9.246017687714689,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
470,1344,97000,160,RM,21.0,1533,Pave,4,Lvl,AllPub,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,546.0,546.0,GasA,3,Y,SBrkr,798,546,0,0.0,0.0,1,1,3,1,3,6,8,1,3,No,,No,0.0,0.0,0,0,Y,0,0,0,0,0,0,No,0,5,2009,WD ,Normal,11.48246625748552,8.975114780101043,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1673,1149,127000,20,RL,80.0,10682,Pave,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,6,399.0,1,0.0,615.0,1014.0,GasA,3,Y,SBrkr,1149,0,0,1.0,0.0,1,0,3,1,3,7,7,0,0,2Types,1968.0,Fin,1.0,544.0,3,3,Y,0,240,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,11.751942365440728,8.736494069344126,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1070,1077,91000,30,RM,60.0,9786,Pave,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,1,0.0,1,0.0,1007.0,1007.0,GasA,2,N,SBrkr,1077,0,0,0.0,0.0,1,0,3,1,3,6,8,1,4,Detchd,1922.0,Unf,1.0,210.0,3,2,P,0,100,48,0,0,0,No,0,5,2006,WD ,Normal,11.418614785498987,8.63862863733765,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
538,2524,278000,20,RL,80.0,9600,Pave,4,Lvl,AllPub,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,0,5,1104.0,1,0.0,1420.0,2524.0,GasA,3,Y,SBrkr,2524,0,0,1.0,0.0,2,1,4,1,4,9,8,1,4,Attchd,1981.0,Fin,2.0,542.0,3,3,Y,474,120,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,12.535376392672774,9.956982786118395,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2302,1484,128000,75,RM,35.0,6300,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,742.0,742.0,GasA,5,Y,SBrkr,742,742,0,0.0,0.0,2,0,3,1,3,9,8,1,4,No,,No,0.0,0.0,0,0,Y,0,291,134,0,0,0,No,0,6,2008,WD ,Normal,11.759785542901755,9.127094915940484,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1097,1032,115000,160,RM,24.0,1733,Pave,4,Lvl,AllPub,Inside,3,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,516.0,516.0,GasA,3,Y,SBrkr,516,516,0,0.0,0.0,1,0,2,1,3,5,8,1,3,Detchd,1980.0,Unf,2.0,452.0,3,3,Y,279,0,0,0,0,0,GdPrv,0,5,2009,WD ,Normal,11.652687407345388,8.574286281036041,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1670,1074,144500,20,RL,65.0,11479,Pave,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,0,6,104.0,3,387.0,172.0,663.0,GasA,5,Y,SBrkr,1074,0,0,1.0,0.0,1,0,3,1,4,6,8,1,3,Attchd,1987.0,Unf,1.0,467.0,3,3,Y,0,52,52,0,0,0,MnPrv,0,6,2010,WD ,Normal,11.881034786534624,8.634418590388751,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1622,841,82000,20,RH,60.0,8400,Pave,4,Lvl,AllPub,Inside,3,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,0,1,0.0,1,0.0,721.0,721.0,GasA,4,Y,SBrkr,841,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,CarPort,1950.0,Unf,1.0,294.0,3,3,N,250,0,24,0,0,0,No,0,9,2009,WD ,Normal,11.314474526246391,8.267992519325665,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1109,2452,267000,60,RL,66.0,16226,Pave,1,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,281.0,1,0.0,747.0,1028.0,GasA,5,Y,SBrkr,1210,1242,0,0.0,0.0,2,1,4,1,4,9,8,1,3,BuiltIn,1998.0,Fin,2.0,683.0,3,3,Y,208,50,0,0,0,0,No,0,5,2007,WD ,Normal,12.495003937382387,9.911087816262679,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1922,1964,205000,60,RL,80.0,10480,Pave,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,0,5,403.0,1,0.0,400.0,803.0,GasA,3,Y,SBrkr,1098,866,0,0.0,0.0,2,1,4,1,3,8,8,1,4,Attchd,1976.0,RFn,2.0,483.0,3,3,Y,0,69,0,0,0,0,No,0,9,2008,WD ,Normal,12.230765258120545,9.561753404223632,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1147,1285,190000,80,RL,74.0,9620,Pave,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,5,679.0,1,0.0,564.0,1243.0,GasA,3,Y,SBrkr,1285,0,0,0.0,1.0,2,0,3,1,4,6,8,1,2,Attchd,1977.0,Unf,2.0,473.0,3,3,Y,375,26,0,0,0,0,GdPrv,80,5,2010,WD ,Normal,12.154779351142624,8.906554408709054,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1812,848,143750,120,RM,,4435,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,672.0,1,0.0,176.0,848.0,GasA,5,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,1,4,4,8,0,0,Attchd,2003.0,Fin,2.0,420.0,3,3,Y,140,0,0,0,0,0,No,0,4,2010,WD ,Normal,11.875830958659597,8.280325951583668,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2446,1653,209000,60,FV,65.0,8127,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,410.0,1,0.0,402.0,812.0,GasA,5,Y,SBrkr,812,841,0,1.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2003.0,RFn,2.0,628.0,3,3,Y,0,45,0,0,0,0,No,0,3,2009,WD ,Normal,12.250089530946948,9.293522753668688,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1962,990,126000,20,RL,65.0,8775,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,495.0,1,0.0,495.0,990.0,GasA,4,Y,SBrkr,990,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1996.0,Unf,1.0,299.0,3,3,Y,0,64,0,0,0,0,No,0,4,2007,WD ,Normal,11.744037185933616,8.511805402975437,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1944,984,110000,20,RM,65.0,9750,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,3,3,CBlock,3,3,0,3,200.0,1,0.0,784.0,984.0,GasA,4,Y,SBrkr,984,0,0,1.0,0.0,1,0,2,1,2,5,8,0,0,Detchd,1959.0,Unf,1.0,308.0,3,3,N,0,0,0,0,0,0,No,0,6,2008,WD ,Normal,11.608235644774552,8.502676639484983,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
260,2267,219000,70,RL,107.0,12888,Pave,4,Bnk,AllPub,Inside,3,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,0,5,288.0,1,0.0,717.0,1005.0,GasA,3,Y,SBrkr,1262,1005,0,1.0,0.0,1,1,3,1,3,7,8,2,4,Attchd,1937.0,Fin,2.0,498.0,3,3,Y,521,0,0,0,0,0,No,0,4,2007,WD ,Normal,12.296827008798639,9.787079090620168,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1504,848,133000,120,RM,37.0,4435,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,717.0,1,0.0,131.0,848.0,GasA,5,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,1,4,4,8,0,0,Attchd,2003.0,Fin,2.0,420.0,3,3,Y,140,0,0,0,0,0,No,0,4,2006,WD ,Normal,11.79810440720389,8.280325951583668,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306,1516,181316,60,RL,,8803,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,6,600.0,1,0.0,107.0,707.0,GasA,4,Y,SBrkr,707,809,0,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1994.0,Fin,2.0,409.0,3,3,Y,0,46,0,0,0,0,No,0,7,2009,WD ,Normal,12.10799664436583,9.159932388622158,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1930,1675,173000,20,RL,100.0,15263,Pave,3,Lvl,AllPub,Inside,3,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,3,3,CBlock,4,3,0,3,766.0,1,0.0,656.0,1422.0,GasA,4,Y,SBrkr,1675,0,0,0.0,0.0,2,0,3,1,3,8,8,2,4,Attchd,1959.0,Unf,1.0,365.0,3,3,Y,0,132,0,0,0,0,No,0,5,2010,WD ,Normal,12.061046873479915,9.31399796696408,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,1258,173500,20,RL,64.0,7697,Pave,4,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1246.0,1246.0,GasA,5,Y,SBrkr,1258,0,0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,RFn,2.0,462.0,3,3,Y,0,0,0,0,0,0,No,0,8,2007,New,Partial,12.063932878369052,8.874185678814602,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
930,2727,315000,70,RL,70.0,10570,Pave,4,Bnk,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,4,0,3,297.0,1,0.0,556.0,853.0,GasA,3,Y,SBrkr,1549,1178,0,0.0,0.0,2,1,3,1,4,10,4,2,3,Detchd,1932.0,Unf,2.0,440.0,3,3,Y,0,74,0,0,0,0,No,0,12,2007,WD ,Normal,12.66032791780777,10.080042151878201,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
804,1797,213500,60,RL,79.0,9245,Pave,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,939.0,939.0,GasA,5,Y,SBrkr,939,858,0,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2006.0,RFn,2.0,639.0,3,3,Y,144,53,0,0,0,0,No,0,4,2007,WD ,Normal,12.271392111650817,9.423144911169254,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2384,2260,328000,60,RL,80.0,14000,Pave,4,Lvl,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,5,3,3,6,1201.0,1,0.0,105.0,1306.0,GasA,5,Y,SBrkr,1306,954,0,1.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,1996.0,RFn,2.0,533.0,3,3,Y,296,44,0,0,0,0,No,0,4,2010,WD ,Normal,12.70076888736628,9.78220210777204,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1214,2372,107500,70,RM,60.0,6600,Pave,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3,3,0,1,0.0,1,0.0,994.0,994.0,GasA,3,N,SBrkr,1378,994,0,0.0,0.0,2,0,4,2,3,11,6,0,0,Attchd,1985.0,RFn,1.0,432.0,3,3,Y,0,287,0,0,0,0,No,0,12,2009,WD ,Normal,11.585246126549855,9.858581709259436,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
